name,ratings,review,date
Heather Delaney,4,"I used these once before and loved them, so I bought my own on prime day. But the noise cancellation could be much better. At work on break I can hear my co workers talking while I’m using them which is a bummer. And that’s with only 2 in the room :( I have to blast the volume up to full to cancel them out and still hear murmurs. Great quality and great battery life though. They’re comfy but not the best option for those with gauged ears. I have them and it causes slight discomfort.","October 25, 2023"
Amazon Customer,4,"I was expecting a lot from these headphones based on the reviews. After using these headphones for a week here are my pros and cons
Pros: • great battery, 40hrs as advertised
• pretty comfortable, fit well
• easy to connect to devices
• stay on head well, don’t fall off when moving around
Cons: • sound is just okay, no way to adjust
• doesn’t have different settings for noise cancellation or aware mode","November 7, 2023"
tanya drofyak,4,"I see a lot of reviews claiming the noise cancelling isn’t good- well that’s because they’re not noise cancelling nor claimed to be by BEATS. Not the most comfortable, it’s a little too must pressure on the direct ear. Quality of sound is very good and clear! Packaging is aesthetic. Good overall purchase, but if your on the look for something better without too much care regarding brand I’d recommend the Sony wireless Bluetooth noise cancelling for an overall cheaper price & better quality","November 3, 2023"
Nat,4,The headset feels luxurious and it’s nice that It folds into itself for travel. I like the sound quality and the battery seems to last a long time. It feels a little bit tight on the head though and that is my biggest complain as I bought this for a 9 hour flight.,"November 14, 2023"
Diana,4,"Ive never been a fan of over the ear headphones but working out with the little buds that keep falling out is annoying so i got these. I love that they are smaller so it doesnt look soo big on my head. BUT i will say warning to those with lots of ear piercings, since they are smaller they go on the ear pressing my earring to my head (ouch). Sound is good, i have no complains","November 15, 2023"
Jeremy,4,Works good and all but the description said it would come with the auxiliary cord and it did not. Other than that perfect,"November 25, 2023"
Amazon Customer,4,"The Beats headphones are comfortable and the sound is good. They are much smaller than many headphones. A charger did come with it. However, be aware, the charging cable suggested as an accessory on the page doesn’t work. I bought it to have a backup charger but it’s useless for that. I’m unable to load a screenshot of the page.","November 24, 2023"
HS98,4,"I do wish they would play a little louder, but it’s still loud enough to satisfy your needs. The noise cancelling level is very good. Good sensing distance for the Bluetooth so you can leave your device and do normal activities away from it without the cutting in and out. Overall, I’ve enjoyed them.","November 27, 2023"
Mike,4,This one replaces and older high end Beats set. This one's quality is just as nice as the expensive version.,"December 6, 2023"
Rb,4,"As much as I love the fit and look of these headphones, they don’t block noise very well, from inside and outside. Everyone can hear what I’m listening to even at medium volumes.","October 10, 2023"
ulyses q. acebo,4,Good headphone but hurts my ears when wearing it over an hour.,"December 4, 2023"
Rose,4,"I love the way these headphones sound and look!! The key to these headphones however is being patient about sales. They are good but the lack of noise cancelling makes it not worth 200 dollars in my opinion. Check out other sites or watch it closely on here, or save up and buy noise cancelling headphones if that’s something you care about. These also work super well with Apple products!!","October 30, 2023"
JL27,4,These are comfortable to wear and charge quickly. They hold a charge well. Paired right away to my iphone. They aren’t noise canceling but a decent set of headphones for those who don’t like earbuds.,"October 29, 2023"
Lawrence Lomenzo,4,"The Beats Solo3 Wireless On-Ear Headphones offer a high-performance audio experience, and despite a few limitations, they prove to be a solid choice for those seeking a blend of convenience and exceptional sound quality.

One of the standout features of these headphones is the integration of the Apple W1 chip, providing Class 1 wireless Bluetooth connectivity. This chip ensures a reliable and stable wireless connection, allowing you to enjoy your favorite tunes without interruption. With seamless pairing capabilities, the Beats Solo3 headphones effortlessly connect to your iOS or Android devices, making them compatible with a wide range of smartphones and tablets.

Battery life is often a crucial factor for wireless headphones, and the Beats Solo3 truly impresses in this department. Boasting an impressive 40 hours of playback time, these headphones can effortlessly accompany you throughout your day without the need for frequent recharging. Additionally, the Fast Fuel technology is a game-changer, providing three hours of playback after just five minutes of charging when your battery is running low. This feature comes in handy, especially for those on the go who need a quick burst of power.

Comfort is key during extended listening sessions, and the Beats Solo3 delivers with its adjustable fit and comfort-cushioned ear cups. Designed for everyday use, these headphones provide a snug and personalized fit, allowing you to enjoy your music without any discomfort. The sleek and streamlined design not only looks stylish but also enhances durability, ensuring that these headphones can withstand the demands of daily use. Moreover, the foldable design makes them highly portable, allowing you to take them with you wherever you go.

While the Beats Solo3 headphones excel in various aspects, there is one important consideration to bear in mind. In my particular case there is an issue with the right side ear cup. It stopped working after only a few months of use when connected via Bluetooth. However, it's worth noting that this problem does not occur when using a direct connection through the 3.5mm audio cable, where the sound quality remains excellent. Therefore, if you heavily rely on Bluetooth connectivity, it would be wise to approach this purchase with caution.

In conclusion, the Beats Solo3 Wireless On-Ear Headphones are a powerful audio companion that offers an immersive listening experience with its high-performance sound and long battery life. The Apple W1 chip ensures seamless wireless connectivity, and the comfort-cushioned ear cups provide a comfortable fit for everyday use. Although the reported issue with the right side ear cup when using Bluetooth is a concern, using a direct connection through the audio cable resolves this problem. If you're willing to work around this limitation, these headphones are a worthwhile investment for those seeking convenience, style, and impressive sound quality.","May 20, 2023"
Guy from New Jersey lol,4,My only complaint so far is that there isn’t a aux cable in the box and I feel it should’ve been,"November 25, 2023"
Isa,4,i wear these to the gym and on the plane and they’re great. great sound and charge fast and last FOREVER every time i charge them like literally months. however these are the smaller ones and i have a small head and even tho they are adjustable they hurt my ears with earrings so i would recommend paying extra for the bigger ones,"September 23, 2023"
Ms. Nelson,4,Not as loud as advertised but ok,"November 16, 2023"
Emily Johnson,4,"I've been using the Beats Solo3 Wireless On-Ear Headphones for a while now, and I must say, they are fantastic! The sound quality is top-notch, giving me clear and rich sounds, whether I'm listening to music or on a call.

Pairing them with my devices was a breeze thanks to the Apple W1 chip and Class 1 Bluetooth connectivity. It connects so quickly and maintains a strong connection without any hiccups. It's just so convenient not to worry about wires getting in the way anymore!

The battery life is another big plus. I can use them for a long time before needing to recharge, which is super handy, especially when I'm on the go.

Not to forget, they look really stylish and are comfortable to wear for extended periods.

Overall, I'm very happy with this purchase. If you're looking for wireless headphones that offer both quality and style, these are a great pick!","September 11, 2023"
J. Starr,4,"Beautifully packaged, good sound but they weren’t as noise cancelling as I expected. I was hoping they would block out more. The ear covers were a little to small for me so they hurt my ears. This made them uncomfortable for me. I know people that love them, they just didn’t work out for me.","October 24, 2023"
Marcelo Luccini,4,Sonido placentero para el precio,"November 14, 2023"
Amazon Customer,4,These are perfect except the fact that they are just a little bit to big for my head. I will still use them daily for exercise but I think they would be more comfortable if they fit better.,"October 2, 2023"
Jay,4,"I am a trained musician, vocalist, and used music as an outlet for self-expression. I became deaf in my adult years after sustaining a near fatal head injury that resulted in bilateral hearing loss. For 20+ years I went through life reading lips, facial expressions and tried to get by. Music was no longer part of my life. I eventually qualified for cochlear implant (CI) surgery where I can once again hear sounds and music. This is my third pair of a top brand over the ears headphones and the best for CI users. The CI is controlled by the user especially for music. However, not all headphones are alike. Beats Solo3 Wireless On-Ear Headphones have significant power to drive sound, the noise cancellation feature reduces significantly ambient noise so that music is delivered to the CI user without outside interference. Gripping the head is very important since CI devices rest atop the external ear. Beats Headphone has a firm grip. On occasion while training with weights in the gym, they start to slip off my head, due to sweat, particularly with bent over barbell rows or abdominal exercises. They are ideal for cardio exercise on a treadmill, elliptical trainer, etc especially if the gym provides its own ambient indoor music so that the Beats Headphone noise cancellation and significant power help me hear my music delivered by my smart phone. The only complaint is that the cushions are plastic, instead of removable fabric. Another brand has fabric cushions feature but delivers inferior output as a CI user. If you use hearing aids or cochlear implants, I recommend Beats Solo3 Wireless On-Ear Headphones. I cant address its functionality as to having phone calls. I just want to hear my upbeat music while training in the gym. I am a satisfied customer. Deaf people just have different requirements when it comes to over the ear headphone specs.","June 4, 2023"
jeannie,4,"As the title says, these headphones are tight. Over long listening period, you need to take a break from wearing them because they put too much pressure on the sides of your head, causing discomfort. The sound is good. It looks good. I got the black one. I like that it comes with a soft storage case.","October 22, 2023"
Meghan U.,4,"I owned Beats Studio3 prior to this, and found the Studio ear cuffs to be much more comfortable. The Solo cuffs put a lot of pressure on my right ear. In terms of noise cancellation I honestly find both models to be similar. The pink color is pretty, and I wish the Studio headphones had that as an option.","October 24, 2023"
Jaleah,4,They’re great but they’re small!,"November 11, 2023"
Lucas&Flor,4," Pros 1. I purchased this headphones 🎧 for me but my teenage son keeps taking them , I purchased them a few months back and the durability is great they still looked good as new.
2. The battery seems to last for months lol. He uses them nonstop and I never see him charging them .
3. The sound is amazing for my music 🎼/ block outside noise.
4 . Instructions are very simple.
5. They had different colors to choose from and I will pick a girly color next time so I don’t have to share with my son.
6. The earpiece of headphones is very soft and sweat proof .
“Cons”
1. When I use them they sometime hurts my ears/ not sure if my head is just to big or my ear are sensitive . Even if I adjust them & use them for a long car ride they will hurt afterwards.","October 13, 2023"
Brandi,4,Great fast delivery in same day less than 8 hrs. I love it needed this for work,"October 18, 2023"
Rodney Grimes,4,Don't guess this is a great gift for a high schooler or colledge age person.,"October 17, 2023"
T. Coyle,4,"i do like these and want to like them so much more to give 5 stars but i just cant. After about an hour, my ears hurt from the headphones pushing up against them. The aren't comfortable. Sound is great though. Sadly, I can only listen to them for short periods of time which sucks since I bought them primarily for traveling on airplanes.","September 29, 2023"
Ecoboost 2023,4,"They are good but no the best
I would rather buy the bigger ones","October 24, 2023"
Keira,4,"These headphones are solid for what you’re paying for. The sound quality is great and the noise reduction is shockingly better than I expected. These are not the best of the best by any means, they are uncomfortable after half an hour of use and my hair gets tangled and rips out in between the headphone speaker and the head piece almost every time i use them (this is actually the most annoying thing about them). I use these interchangeably with my AirPods whenever I want a bit more focus on what I’m listening to and they do the job for me.","August 26, 2023"
PistolPete31,4,These head phones are very good. The sound isn’t perfect but good. The battery life is amazing! I have big ears so the pads hurt after awhile. Will probably put on bigger pads. Would buy again.,"October 14, 2023"
Michelle,4,Gave as a gift. Likes how they work colors was good. She uses them all the time. She still has them so has lasted a long time.,"October 25, 2023"
Alejandro Alvarez,4,If it’s too cold outside let’s say around 30sF they stop working.,"November 5, 2023"
Chris,4,"Overall it was a decent Mic but for the price I expected more, I have a 40 dollar pair of sony headphones that work just as good as this one plus after two months of use they broke. Trying to get refunded but would not recommend unless on sale.

Updated:
If you have a problem with this product and contact beats through Apple support within the first year of purchase, they will honor the warranty and repair your headphones! I did this and sent them the damaged headphones and they repaired it right away and sent it back!","September 7, 2023"
JL,4,Absolutely love but just a little tight on the ears & piercings.,"November 3, 2023"
Kindle Customer,4,"But they don’t have noice cancellation. I got mine on prime day for a steal. I use them primarily work (zoom/teams) meetings in my home office where I don’t need noice cancellation. Do not travel with them due to lack of noise cancellation. The studio pro version are just way too expensive. I travel with soundcore Q35s which are bigger but have really good noise cancellation for the money.

My perfect head phones would be a more compact Q35 or something the size of the solo 3 with noise cancellation.","August 28, 2023"
John B,4,Great color. Great price and surprisingly they have been very durable.,"October 15, 2023"
David Sreenan,4,"The sound quality and volume is great. I attempted to use them while mowing on my riding mower and there is NO noise cancelling. I knew that when I bought them. BUT, what I didn't like is that there was almost a buzzing due to the noise. I took them off and popped in my Beats Studio Buds. They are much better for mowing and noise cancelling. These are good for listening to quality music in a semi quite environment.

I don't think that I'd use these on a plane either. The sound escapes out of the earphones and it's loud enough that I don't think that the passengers around you would appreciate.","September 5, 2023"
sara sadraie,4,"After about an hour, my ear really starts to hurt. Besides that, these are great. Sound is amazing and they are really cute on.","October 17, 2023"
Bristow5107,4,"I have a set of PowerBeats Pro but wanted some over ear ones because they feel more secure. I also like them for travel because I'm paranoid about dropping my PowerBeats into a small crevice. My sister recommended these and I tried hers on. I love them for listening to music, podcasts, and watching shows.

My only complaint is that I wish the padding were a smidge thicker because when I wear stud earrings, they do push in and hurt unless they're on just so.

The battery life is good, and the Bluetooth connection is fantastic. I had had it disconnect a couple of times unexpectedly from my iPad but it was fine.","September 4, 2023"
Spiritually-Chaotic,4,"Not bad but the sound quality could be better, it's for my son and it folds up, and came with a carry case but the sound quality isn't as immersive as I would have anticipated for beats quality","September 22, 2023"
HeySuzie,4,I like them a lot. Charging is quick and the battery life is good. I like the color. It’s very vibrant. It connects quickly my the first time and every time after. I throw them in my gym bag and I’m not easy with them at all and they held up nicely so far. Very durable. My only issue is my head is on the wider side and they do seem to compress just a tad. All in all it’s pretty good.,"September 26, 2023"
Brady,4,Sounds great works amazing just little uncomfortable,"October 11, 2023"
blackkitt,4,"I had a white/silver Beats Solo 2 for 6 or 7 years and loved them. When they finally fell apart for good (I had replaced the cushions and the headband a couple of years before), I wanted the same style. My favorite part is the controls on the ear cup. The pink is gorgeous.

Unfortunately, I find the sound more muddy and boomy, and it's tighter on my ears. I could wear my old Beats for about an hour before my ears started really hurting from the pressure. But these hurt my ears much sooner.

Wireless calling is great, and I'm told the sound on the other end of the call is very good. My older Beats Solo couldn't do that; you needed to plug in a wire.

Fortunately for me, I seldom use headphones for music. If I did, I probably would have reluctantly sent them back. I like to wear these while cooking (or doing something with my hands that doesn't require attention) to listen to podcasts or youtube or other spoken media, and it's fine for that.","May 17, 2023"
Alexa,4,i love them just not for doing sit ups at the gym and ab workouts,"October 4, 2023"
Aida Rivera,4,"I love these they are beautiful nice and sleek. I just wish they were louder. Maybe it’s because I’m Puerto Rican and we like the base to be Loud I honestly was expecting more however, it is doable. I will keep them FYI I hate reading instructions, and if you’re the same way, the volume button is on your left ear just touch about the beats sign to raise the volume and below the beat sign for lowering the volume or you can just do it on your phone, and I will activate the volume on the headset also.","July 30, 2023"
Quinn,4,"The headphones are great when it comes to sound, volume and voice cancellation. I gave it 4-stars due to the fact that these are more so for little kids and people with smaller ears. I don’t have really big ears, they’re average sized. But these headphones are a little too small for them. I wish I would’ve known how they’d fit before purchasing. That’s a mistake on my part for not doing my research first. I ordered these because they are in my price range and I wanted bluetooth headphones. When it comes to the fit of the headphones, it’s more about the pressure that’s applied to the edges of my ears. I have piercings on my flat (antihelix) and my tragus. So for the headphones to consistently apply pressure to those parts, it tends to cause irritation. Tips for anyone with these issues, try covering you ears with the hood of your hoodie and putting the headphones on top that way. Or for the ladies, you can pull your bonnet (whenever you wear it) over your ears and put the headphones on top. That’s what I have to do at times when my ears are irritated. Anything that allows you to cover your ears and put the headphones on top will alleviate the pressure/irritation a lot. It helps a ton. The hoodie trick can be used while at the gym as well. That’s why I bought the headphones to begin with. I have rather oily ears/skin so I feel as though if I bought wireless earbuds (even with the comforters), such as airpods instead that I would lose them just as fast as I bought them. All in all the headphones are good when it comes to price, sound and so on. It’s all about the fitting of the headphones. It’d be a great gift for kids/preteens for sure though. Other than that I have no complaints when it comes to these headphones.","December 15, 2022"
Sean Kendrick,4,as log as you get these on sale the price is worth it. Bluetooth is great and they have pretty good base.,"October 5, 2023"
Keesha Williams,4,My daughter loves these.,"October 16, 2023"
Jose,4,"Bought these for my girlfriend as a gift and she loves them and uses them all the time, I’ve tried them myself and they have a great quality sound and a good amount of bass. The ear cushion is comfortable and feels like good quality but the cushion for the ear starts to hurt after a good while since they’re on ear headphones but overall I think these are great for the price.","August 28, 2023"
Georgia Guy,4,"I was happy to have an alternative to my AirPods, of which I have several pairs. I can never seem to get a great fit, one that wouldn’t fall out too easily. Still trying.
So I was looking forward to these Beats headphones. I’d always hesitated getting headphones; I wasn’t big on big ear protrusions. But I found these at a great price and made the plunge.
They’re good. They work well with my Apple ecosystem (makes sense since they’re an Apple product). But I do find them a little tight on my head for longer wear time.","August 13, 2023"
Amazon Customer,4,I love this set but my only wish is that it came with a charger for the wall. Like all things now they seem not to include that.,"October 1, 2023"
Lauren Michelle Demag,4,Sound quality great using them right now wish they were louder though,"October 3, 2023"
gwen b.,4,"Used for phone, music, and gaming. They were a Christmas gift for 18 yr old. 7 months after having them one side stopped working. Unfortunately they have to be taken to apple store for repair and there are not any close to us","September 20, 2023"
Love them but sent them back due to them being to small for my ears at the gym,4,Gym,"October 8, 2023"
Jewels,4,"it gives me a headache if i wear them too long and it hurts my ears as well. besides that, they work just as advertised. my only issue is when plugged into a headphone jack, only one ear produces sound (the ear in which is being plugged in). long battery life and they really don't move around so exercising with them on is ideal. i just really wish it didn't hurt to wear for long periods of time.","August 10, 2023"
clutchcity83,4,"Bought these for my wife so she can use them to work out with. she loves them. they dont bother her ears after being on for awhile, love the sound/bass and they stay intact with all movement while working out.","August 3, 2023"
JAMES ALSIP,4,No instructions.No charging cable or charger . No cable to connect to another device that doesn’t have blue tooth.Heavier than most ear phones. Uncomfortable,"August 18, 2023"
K.C,4,"Since it’s raining and I saw the truck pull up, I was waiting by the door for my package. I saw the driver throw the box out of the truck onto my front step so he didn’t have to get out in the rain. I will update again when I test them to make sure they work. Idk how to review Amazon itself and not the actual product, but I’m documenting this regardless; surely it will be seen. I’m not paying for decent products for them to be damaged by the driver’s carelessness.

Update: They seem to work fine, nothing appears damaged and operating in working order. Happy with my product. Will continue to use and update if anything changes.","July 9, 2023"
Shayaen,4,they have a super long lasting battery lasted about a week without charging but may depend on person to person i’d say worth the money!,"August 16, 2023"
Vlad G.,4,"i wanted to like it but i cant wear it more than 30 min
it seems like the fit or the material used is too stiff and i get pain on my ears, my wife tried and have the same issue.
sound quality is good, love design...but cant get around the fit","July 21, 2023"
Wolfman,4,I read a review with a complaint about the small pads and tight fit but purchased anyway. That being said they are high quality as all Beatz products. Sound quality and reception in my MTB excursions off the beaten path.,"September 12, 2023"
Takan,4,Sometimes the headphones will just disconnect out of nowhere and you will be forced to turn them off and on again. This happens at least once per day. They are very comfortable and have great audio. The noise cancellation works fine. THe disconnection issue is quite obnoxious for those who play team based games.,"July 13, 2023"
Erin Cluckie,4,"The sound is great, but the headphones themselves are pretty small. They are very tight on my head and end up giving me a headache when I wear them for more than a couple hours.","September 12, 2023"
Tom D Fritts,4,"My order came earlier than expected. They are very nice looking, feel good on my ears, and knock out almost all other noise. The sound is clear and crisp. The one “con” I have is that they do not sync to my new Roku/TCL television. That’s one of the main reasons I bought these. Overall I’m pleased.","August 4, 2023"
Freddie,4,I like the size it's just the sound quality is so poor I had beats studio which is my pair but this sound is not loud at all Jbl is better then these and this is my second pair of beats which I got the beats studio instead but these will do just for music.,"August 18, 2023"
Dani,4,Good for $. Hurts ears after a while,"September 13, 2023"
Amazon Customer,4,I love it but too small,"October 1, 2023"
LER7559,4,"Like these headphones and nice sound. If I had of known how good sounding these headphones were, I would’ve been ordered them. The bass is just right.","September 11, 2023"
kevin gershom sicard,4,The person who received it as a gift was very satisfied with how it functioned,"September 15, 2023"
Carla,4,"This is only my second day of usage but I am pleased. I was concerned after reading the reviews, but I'm literally using them now with my TV and they work great imo. Grant it, I'm not an audiophile,maybe I don't have too refined an eardrum, but they sound great to me. Super clear, excellent bass that's adjustable on the app which I love. They could probably be little louder for the teens and twenties that want to blast themselves to kingdom come, but other than that I don't have any complaints yet. Will update if I come across any bugs. I can see how these might be uncomfortable for adults will average size ears because the ear phones are definitely smaller than average. But if you're getting these for a kid, or are an adult with really little ears like me then these are perfect. Other over the ear headphones have been way too big for me, so I would buy cheap child size ones but the volume and quality would be poor. So these are a great find for an adult with small features.
I'll also add the disclaimer that this is the first quality pair of headphones I've purchased, so admittedly I may not have a basis of comparison for judging these. I will say that these are far superior than any $25 -$30 pair I've had before.

Also not sure about the noise cancelling ability of these yet. Probably not on par with other noise cancelling brands like Boise, but those are like $300 and these were under $150 so you get what you pay for on that score I suppose. I love using headphones since I live with others and have a night job and go to bed late, and these are great for my listening purposes.","October 6, 2022"
Manny F.,4,"I bought them for workouts as my AirPods Pro slip out. They have great bass and kinda crappy highs. They’re also not that comfortable around the ear. Also, they get hot really quick.","August 17, 2023"
Lawrence Hilton,4,"Ears are too small a lot of obtions to select from
I wonder what a version would be with out all the extras most people I know don’t need them They stream what they have","August 16, 2023"
Dani A.,4,"This a great wireless headphone. The sound is great and it drowns out noise when playing music because of how tightly it sits on your ear. Because of this, I had to return it , as it started hurting my ears after playing only 3 songs. The headphones are pretty uncomfortable which is unfortunate because if they weren't, they would be perfect. They’re also not noise cancelling, but like started above, they drown out sound okay.","May 18, 2023"
Katherine,4,"This definitely get the job done for me.
They’re not sound proof tho","August 2, 2023"
G. Chen,4,"Pros:
1. good sound suite;
2. very easy to set up and listen;
Cons:
1. 3.5mm RemoteTalk cable is missing;
2. headphone is heavy and tight on my ears
3. after 3.5 hrs listening, battery is down from 100% to 66%","July 15, 2023"
Mya,4,So I completely love my headphones and the battery life on them are incredible but my only complaint is that they did not come with the charger for the headphones like everyone else’s picture,"July 30, 2023"
Katherine,4,"I love it, the sound quality is pretty good, although the white covers for the ears get dirty after just a few months of usage","July 22, 2023"
asb,4,"These headphones work great for listening to music or podcasts. I did not try them while watching a video on my phone. The fit is good too. Nice carry pouch. They feel premium and are worth the cost. However, just be aware that they do come with a slight defect. When on a phone call, the person talking to you starts to hear their own voice echo back. It gets more noticeable if you crank up the volume at your end. I ordered 2 of these and also tested out my friend's Beats Solo3 ordered 3 years ago and they ALL did the same thing. So I am convinced it's a limitation/defect of the product and not just the unit I got. Had to knock off 1 star for that and return the headphones since I was annoying everyone I spoke to by using these :)","February 8, 2023"
Daniel,4,"Battery life is amazing. Sound is geared toward lows in my opinion, not much treble, so for the price they are only average.","August 5, 2023"
aceman,4,"A good replacement for the maxes, cute, comfy and great audio. They have volume controls and a pause button.","July 25, 2023"
Bishop Heahmund,4,"I have mixed feelings about these. The battery life is insanely high. I've never tested it from full to empty but you will charge most other devices multiple times before needing to even think about charging these. The range is the furthest I have ever seen on any bluetooth device, and I can walk almost anywhere in a 2-story house without losing connection.

That being said, as others have mentioned, these can be extremely painful after wearing them for some time. I waited to see if they would break in to write a review since the pain was so much in the beginning. They have broken in some and are less painful but I still get some ear pain after extended use. If not for the ear pain these would be 5 stars for convenience and reliability alone.","February 11, 2023"
Dog Hiker.,4,Good quality sound. Noise cancelling is okay.,"August 15, 2023"
Aubrey,4,"I grew up loving Beats as they were the best of the best back then.. I enjoy using these when I want to listen to music and actually feel the sound..

I bought these specifically for a few flights I planned to take.. I needed something lightweight, and while these are very light they just fit kind of funny and if you have multiple ear piercings it's just super uncomfortable to wear long term.. I don't have a large head but the tightness of these can sometimes be a bother as well as far as the ear pain that comes along with use..

The only other sidebar that bothered me is the fact that the white gets dirty sooo fast. And I guess that's comes with anything white but I still didn't expect it to be that easy to get dirty while also not being as easy to clean..

If you can get past these few issues these headphones are not bad for the price.. I haven't had any sound quality issues or anything like that so they get the job done at the end of the day. Overall I give them a solid 3 to 4 stars..","August 31, 2022"
jo mccallie,4,good product ...I am enjoying them,"August 14, 2023"
Nick,4,Not comfortable to wear long and hurts my ears. You can't wear them while lying down.,"August 13, 2023"
Isabely,4,I have returned bc it gave me headaches and my ears would sweat lol,"July 27, 2023"
Venda,4,"I purchased these for workout and it works good so far. The issue is when a call comes in. It sounds extremely muffled, but great when listening to music only.","July 26, 2023"
Just Jill,3,"These headphones sound wonderful, are easily paired to Apple products, and they look nice. I love that they fold up and have a case to put them in, and they feel sturdy. That said, you can’t wear these very long as they hurt your ears. I think they are too tight and there’s no way to adjust that. I have a small head and can wear kids glasses… so lord help the folks with larger sized heads! ;) I have two separate headsets from two different brands that I use for work that never give me this kind of discomfort. For the price, I was surprised they are that uncomfortable. I’ll use them in short bursts, but I think I’ll stick with my AirPods Pro. I had hoped for a nice comfortable, over the ear headset to use at home… but this is not it!","November 8, 2023"
JuliR,3,"Pros - color, sound, audio port (but auxiliary cord has to be bought separately), and prime day price deal

Cons - I found them incredibly uncomfortable. The way the pads sit on my ears was painful, both from the pressure and resting on top of some piercings. I’m a big traveler and having comfy headphones for planes is a necessity. After 1.5 hrs, I couldn’t wear them anymore. [insert sad face]

Also I have a small head and the headband is too big—-but I have this problem with pretty much all adult headphones.

I bought these to replace Boss quiet comfort which I’ve loved, but have now bought over the ear JBLs which I am loving. Just a bummer to also be stuck with these Beats.","November 1, 2023"
imangel0,3,"I bought these as a prime deal figuring, let’s give Beats a try. I have Bose QC that I love but I’ve been wanting to expand my headphone collection to switch it up. Bought these and yeah, I don’t 100% regret it but I prob wouldn’t buy them again. They are cute but they hurt my ears after a bit. Nothing impressive about the sound. Bose is better. I quickly was reaching back for my Bose as my default. I also guess I prefer over ear to on ear. Just better sound and more comfortable. Either save your money or buy Bose instead frfr. The main good thing I can say about these is they charge fast.","November 21, 2023"
Samantha Pines,3,"Common complaint- lousy directions, hardly any instructions- how can you tell how much battery you have- Hold down the 1 button? This turns off or trys to pair. Lights flash- what does that mean? Why not save people going to You Tube for even worse instructions on a video. Right and Left ear pads are not the same- so if you want to enjoy wearing these and say... answer the phone or FF- wear them correctly- the right side ins ONLY to charge and ear area does nothing once on your head. Tiny print on a black background- Get real.","November 5, 2023"
Krystal,3,"I love these headphones. They work awesome when I am trying to work, they cancelled out all the background nose so I can focus better. Now for the part I don't like. I brought these headphones just over a month ago (10/06) and I already need to replace the battery. They would not shut off last night, nor would they turn back on this morning. Of course I tried to update the headphones, do a factory reset, and nothing worked. They just would not turn back on. I suggest for anyone buying these headphones, to make sure you buy an extra battery as well.","November 10, 2023"
HillHC,3,"Ok, look. I’ve bought other mid-level brand On-Ear headphones whenever I found a good sale. I’ve owned JBL, Anker, Plantronics, and Cowans. Even though none of these headphones were disappointing and I wound up handing-them-down to my kids whenever I would find a new deal, I could never walk by the Beats display at the Apple store or Target without trying on a pair. I was convinced that BEATS were the highest quality I would ever justify buying for myself (ok, ok, maybe BOSE too..)

I used to stare up at the night sky, and wish upon a star that someday an insignificant spec like me, floating in the ether and ambiguity of middle-class America, might be blessed or lucky enough to step my audio game up to the big leagues with my own pair of BEATS.

I would stand in the Group 4 boarding line on for my Southwest flights, and gape longingly at the tailored suit wearing, leather duffel carrying, first class yuppies with their BEATS proudly displayed around their necks, and self consciously flip up the collar of my hand me down pea coat to hide the cheapish headphones on my own neck.

Then, Black Friday 2021 arrives, and the Amazon algorithm knew just what would grab my attention… lo, and behold. Beats Solo 3’s for $99?! Had my wish come true? Was there hope for this universe to escape the entropy of heat death? Why, yes, said Amazon. This is your ticket to the big show, sir. You’ve worked hard for your lifestyle. You bought the tailored suit. You bought the leather duffel. You wear the Armani cologne. You have many leather bound books. Your house smells of rich mahogany. There is only one thing you must possess to fully self-actualize, to stand in that boarding line with your head held high, smirking at all those peons with their non-BEATS headphones, paying forward the shame you’ve carried. You, sir, have arrived.

(Ok I’m done with the fluff, here’s the deal. The Beats Solo 3 are an OK pair of headphones. That’s it. The sound isn’t bad, but it isn’t great. If you reread the advertisement, the thing emphasized most is the APPLE chip, which admittedly makes it super easy to connect them to an iPhone but holy hell how hard is it to connect Bluetooth headphones? Is it so difficult that you needed to dumb it down to 1 click instead of 3 clicks?
The battery life is impressive however is on par with other $40-$60 headphones. Also. Um… yo Beats. 2017 called. They’d like their micro-USB charger back.

If the sound were awesome, I’d probably keep them, but only because the logo has swagger, and because when my 15 year old son saw them he was like “Oh wow Dad you got BEATS?!” and (not to get off track) but I desperately want to be the cool, hip dad. (People still say hip right?)

The biggest disappointment, and the reason I will be returning them, is that this pair (for the money, even on Black Friday sale) SHOULD 100% HAVE JUST EVEN A LITTLE NOISE CANCELING, AND SHAME ON BEATS FOR INSINUATING THE EAR CUPS ARE NOISE CANCELLING BECAUSE THAT IS SOME MISLEADING NONSENSE. You know god damn well we want that Active Noise Cancelling, that good good.

IF YOU WANT NOISE CANCELLING HEADPHONES OR HEADPHONES WITH A MORE THAN MEDIOCRE SOUND QUALITY… I would not recommend springing for these. You can get both from JBL, Anker, Plantronics for less money. Just remember not to take out those headphones until after you’ve walked through first class, you proletariat cog.

:)","December 16, 2021"
dαrcy,3,"Good sound, nice design but a little over hyped? For the price I’d think they would be more comfortable too. They sit right on your ear, so there’s no space or comfort, and your ears are squished :( This was a deal breaker for me - my head and ears are sensitive to pressure and they were just painful to wear. They now belong to my roommate who loves them 😂","November 30, 2023"
Zachary,3,"Part of the reason I purchased these is because they’re advertised to have up to a 40 hour listening period. I charged them to 100%, I’ve been listening to music for not even an hour, and they’re already down by 20%. I’m no math genius or anything but I know good and well these won’t last anywhere near 40 hours. I should’ve known that was too good to be true.","November 29, 2023"
